DateKey,Date,Day,WeekNo,Month,ShortMonth,Month_no,quarter,year
20220919,2022-09-19,Monday,39,September,Sep,9,3,2022
20220920,2022-09-20,Tuesday,39,September,Sep,9,3,2022
20220921,2022-09-21,Wednesday,39,September,Sep,9,3,2022
20220922,2022-09-22,Thursday,39,September,Sep,9,3,2022
20220923,2022-09-23,Friday,39,September,Sep,9,3,2022
20220924,2022-09-24,Saturday,39,September,Sep,9,3,2022
20220925,2022-09-25,Sunday,40,September,Sep,9,3,2022
20220926,2022-09-26,Monday,40,September,Sep,9,3,2022
20220927,2022-09-27,Tuesday,40,September,Sep,9,3,2022
20220928,2022-09-28,Wednesday,40,September,Sep,9,3,2022
20220929,2022-09-29,Thursday,40,September,Sep,9,3,2022
20220930,2022-09-30,Friday,40,September,Sep,9,3,2022
20221001,2022-10-01,Saturday,40,October,Oct,10,4,2022
20221002,2022-10-02,Sunday,41,October,Oct,10,4,2022
20221003,2022-10-03,Monday,41,October,Oct,10,4,2022
20221004,2022-10-04,Tuesday,41,October,Oct,10,4,2022
20221005,2022-10-05,Wednesday,41,October,Oct,10,4,2022
20221006,2022-10-06,Thursday,41,October,Oct,10,4,2022
20221007,2022-10-07,Friday,41,October,Oct,10,4,2022
20221008,2022-10-08,Saturday,41,October,Oct,10,4,2022
20221009,2022-10-09,Sunday,42,October,Oct,10,4,2022
20221010,2022-10-10,Monday,42,October,Oct,10,4,2022
20221011,2022-10-11,Tuesday,42,October,Oct,10,4,2022
20221012,2022-10-12,Wednesday,42,October,Oct,10,4,2022
20221013,2022-10-13,Thursday,42,October,Oct,10,4,2022
20221014,2022-10-14,Friday,42,October,Oct,10,4,2022
20221015,2022-10-15,Saturday,42,October,Oct,10,4,2022
20221016,2022-10-16,Sunday,43,October,Oct,10,4,2022
20221017,2022-10-17,Monday,43,October,Oct,10,4,2022
20221018,2022-10-18,Tuesday,43,October,Oct,10,4,2022
20221019,2022-10-19,Wednesday,43,October,Oct,10,4,2022
20221020,2022-10-20,Thursday,43,October,Oct,10,4,2022
20221021,2022-10-21,Friday,43,October,Oct,10,4,2022
20221022,2022-10-22,Saturday,43,October,Oct,10,4,2022
20221023,2022-10-23,Sunday,44,October,Oct,10,4,2022
20221024,2022-10-24,Monday,44,October,Oct,10,4,2022
20221025,2022-10-25,Tuesday,44,October,Oct,10,4,2022
20221026,2022-10-26,Wednesday,44,October,Oct,10,4,2022
20221027,2022-10-27,Thursday,44,October,Oct,10,4,2022
20221028,2022-10-28,Friday,44,October,Oct,10,4,2022
20221029,2022-10-29,Saturday,44,October,Oct,10,4,2022
20221030,2022-10-30,Sunday,45,October,Oct,10,4,2022
20221031,2022-10-31,Monday,45,October,Oct,10,4,2022
20221101,2022-11-01,Tuesday,45,November,Nov,11,4,2022
20221102,2022-11-02,Wednesday,45,November,Nov,11,4,2022
20221103,2022-11-03,Thursday,45,November,Nov,11,4,2022
20221104,2022-11-04,Friday,45,November,Nov,11,4,2022
20221105,2022-11-05,Saturday,45,November,Nov,11,4,2022
20221106,2022-11-06,Sunday,46,November,Nov,11,4,2022
20221107,2022-11-07,Monday,46,November,Nov,11,4,2022
20221108,2022-11-08,Tuesday,46,November,Nov,11,4,2022
20221109,2022-11-09,Wednesday,46,November,Nov,11,4,2022
20221110,2022-11-10,Thursday,46,November,Nov,11,4,2022
20221111,2022-11-11,Friday,46,November,Nov,11,4,2022
20221112,2022-11-12,Saturday,46,November,Nov,11,4,2022
20221113,2022-11-13,Sunday,47,November,Nov,11,4,2022
20221114,2022-11-14,Monday,47,November,Nov,11,4,2022
20221115,2022-11-15,Tuesday,47,November,Nov,11,4,2022
20221116,2022-11-16,Wednesday,47,November,Nov,11,4,2022
20221117,2022-11-17,Thursday,47,November,Nov,11,4,2022
20221118,2022-11-18,Friday,47,November,Nov,11,4,2022
20221119,2022-11-19,Saturday,47,November,Nov,11,4,2022
20221120,2022-11-20,Sunday,48,November,Nov,11,4,2022
20221121,2022-11-21,Monday,48,November,Nov,11,4,2022
20221122,2022-11-22,Tuesday,48,November,Nov,11,4,2022
20221123,2022-11-23,Wednesday,48,November,Nov,11,4,2022
20221124,2022-11-24,Thursday,48,November,Nov,11,4,2022
20221125,2022-11-25,Friday,48,November,Nov,11,4,2022
20221126,2022-11-26,Saturday,48,November,Nov,11,4,2022
20221127,2022-11-27,Sunday,49,November,Nov,11,4,2022
20221128,2022-11-28,Monday,49,November,Nov,11,4,2022
20221129,2022-11-29,Tuesday,49,November,Nov,11,4,2022
20221130,2022-11-30,Wednesday,49,November,Nov,11,4,2022
20221201,2022-12-01,Thursday,49,December,Dec,12,4,2022
20221202,2022-12-02,Friday,49,December,Dec,12,4,2022
20221203,2022-12-03,Saturday,49,December,Dec,12,4,2022
20221204,2022-12-04,Sunday,50,December,Dec,12,4,2022
20221205,2022-12-05,Monday,50,December,Dec,12,4,2022
20221206,2022-12-06,Tuesday,50,December,Dec,12,4,2022
20221207,2022-12-07,Wednesday,50,December,Dec,12,4,2022
20221208,2022-12-08,Thursday,50,December,Dec,12,4,2022
20221209,2022-12-09,Friday,50,December,Dec,12,4,2022
20221210,2022-12-10,Saturday,50,December,Dec,12,4,2022
20221211,2022-12-11,Sunday,51,December,Dec,12,4,2022
20221212,2022-12-12,Monday,51,December,Dec,12,4,2022
20221213,2022-12-13,Tuesday,51,December,Dec,12,4,2022
20221214,2022-12-14,Wednesday,51,December,Dec,12,4,2022
20221215,2022-12-15,Thursday,51,December,Dec,12,4,2022
20221216,2022-12-16,Friday,51,December,Dec,12,4,2022
20221217,2022-12-17,Saturday,51,December,Dec,12,4,2022
20221218,2022-12-18,Sunday,52,December,Dec,12,4,2022
20221219,2022-12-19,Monday,52,December,Dec,12,4,2022
20221220,2022-12-20,Tuesday,52,December,Dec,12,4,2022
20221221,2022-12-21,Wednesday,52,December,Dec,12,4,2022
20221222,2022-12-22,Thursday,52,December,Dec,12,4,2022
20221223,2022-12-23,Friday,52,December,Dec,12,4,2022
20221224,2022-12-24,Saturday,52,December,Dec,12,4,2022
20221225,2022-12-25,Sunday,53,December,Dec,12,4,2022
20221226,2022-12-26,Monday,53,December,Dec,12,4,2022
20221227,2022-12-27,Tuesday,53,December,Dec,12,4,2022
20221228,2022-12-28,Wednesday,53,December,Dec,12,4,2022
20221229,2022-12-29,Thursday,53,December,Dec,12,4,2022
20221230,2022-12-30,Friday,53,December,Dec,12,4,2022
20221231,2022-12-31,Saturday,53,December,Dec,12,4,2022
